Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,EducationOrdinalEncoded,Relationship_InRelationship,Relationship_NotInRelationship,Relationship_Undefined,ChildrenHome,RegencyInMonths,TotalSpent,DealSeeker,BuyerType_CatalogueBuyer,BuyerType_MixedBuyer,BuyerType_StoreBuyer,BuyerType_WebBuyer,VisitedWebsiteRecently,AcceptedOffer
22212,49,5,9,20,6,8,21,2,2,0,4,6,39,3,1,0,0,1,15,69,0,0,0,1,0,1,0
23661,46,18,0,4,0,0,1,1,1,0,3,7,32,4,1,0,0,1,20,23,0,0,0,1,0,1,0
79761,32,415,5,124,15,35,11,1,5,2,11,3,56,5,0,1,0,1,20,605,0,0,0,1,0,1,0
7500,54,5,3,10,12,7,20,4,3,1,3,7,41,2,0,1,0,1,12,57,1,0,1,0,0,1,0
60182,23,8,0,5,7,0,2,1,1,0,2,4,121,3,0,1,0,1,7,22,0,0,0,1,0,1,0
73455,98,901,61,757,186,163,20,1,6,5,10,3,46,2,0,1,0,0,14,2088,0,0,0,1,0,1,1
64961,97,382,114,276,75,124,38,2,6,4,4,3,56,2,1,0,0,1,24,1009,0,0,0,0,1,1,0
22804,75,14,1,7,2,1,1,1,2,0,2,9,43,2,0,1,0,1,17,26,0,0,1,0,0,1,0
73687,8,559,153,503,218,13,181,1,3,9,9,2,24,2,1,0,0,0,13,1627,0,0,1,0,0,1,1
61074,37,789,0,133,0,28,152,7,11,5,8,7,56,2,1,0,0,1,28,1102,1,0,0,0,1,1,0
31686,31,11,0,5,0,0,1,2,1,0,3,6,50,5,1,0,0,1,8,17,0,0,0,1,0,1,0
80134,40,1218,16,272,104,0,80,2,5,3,6,6,42,2,1,0,0,1,19,1690,0,0,0,1,0,1,1
75027,74,925,64,179,133,12,77,2,9,4,6,5,61,2,1,0,0,1,16,1390,0,0,0,0,1,1,0
67546,90,864,134,768,150,38,172,1,4,10,5,3,26,5,1,0,0,0,28,2126,0,1,0,0,0,1,0
65176,57,960,28,183,220,70,70,4,9,6,6,6,45,4,1,0,0,1,26,1531,1,0,0,0,1,1,0
31160,59,16,3,25,6,1,13,2,2,0,3,8,39,4,0,1,0,1,15,64,0,0,0,1,0,1,0
29938,52,3,3,7,0,2,11,2,1,0,3,6,29,2,0,1,0,1,14,26,0,0,0,1,0,1,0
102692,5,168,148,444,32,172,148,1,6,9,13,2,40,2,0,1,0,0,20,1112,0,0,0,1,0,1,1
26490,92,45,47,52,21,20,25,2,3,1,5,6,56,3,1,0,0,0,27,210,0,0,0,1,0,1,0
75702,77,650,28,353,45,42,30,5,4,6,11,8,47,2,1,0,0,1,28,1148,1,0,0,1,0,1,0
30899,35,24,0,8,0,0,1,2,1,0,3,6,40,5,0,1,0,1,26,33,0,0,0,1,0,1,0
63342,48,918,21,118,13,10,21,3,8,3,5,6,53,5,1,0,0,1,26,1101,1,0,0,0,1,1,1
45989,97,138,33,87,28,24,12,4,3,2,7,3,50,2,0,1,0,1,26,322,1,0,0,1,0,1,0
18701,95,12,4,2,10,6,10,4,2,0,4,5,50,2,0,1,0,1,21,44,1,0,0,1,0,1,0
40737,24,11,0,4,0,0,2,1,1,0,2,8,57,5,0,1,0,1,16,17,0,0,0,1,0,1,0
15287,60,1,2,8,4,3,13,2,1,1,2,7,35,2,0,1,0,1,26,31,0,0,0,1,0,1,1
69674,46,554,41,215,11,0,24,3,10,2,10,5,46,5,0,1,0,1,19,845,1,0,1,0,0,1,0
44159,85,167,2,62,24,13,7,4,4,1,6,5,44,4,1,0,0,1,6,275,1,0,0,1,0,1,0
37717,31,9,0,6,4,1,5,1,1,0,2,9,36,5,1,0,0,1,25,25,0,0,0,1,0,1,0
43776,9,177,2,71,3,2,20,6,5,2,4,8,62,4,1,0,0,1,22,275,1,0,0,0,1,1,1
38179,30,38,4,22,4,2,20,4,3,1,3,7,48,4,1,0,0,1,21,90,1,0,1,0,0,1,0
80124,47,483,84,398,205,84,241,1,3,7,8,1,51,2,1,0,0,0,6,1495,0,0,0,1,0,1,1
38097,70,77,2,35,0,1,69,4,3,2,2,7,44,5,1,0,0,1,26,184,1,0,0,0,1,1,1
72940,13,182,74,298,162,149,116,1,3,3,6,1,44,2,1,0,0,0,18,981,0,0,0,1,0,1,0
22070,11,10,7,19,8,2,21,2,2,2,2,6,44,2,1,0,0,1,20,67,0,0,1,0,0,1,0
69267,31,778,44,499,95,73,146,2,3,4,5,7,61,2,0,1,0,0,27,1635,0,0,0,1,0,1,1
31788,15,16,7,23,0,8,6,3,3,0,4,5,31,4,0,1,0,1,9,60,1,0,0,1,0,1,0
61905,2,167,0,43,6,2,13,2,4,2,4,5,39,5,1,0,0,1,9,231,0,0,1,0,0,1,0
29315,55,13,2,14,8,7,4,4,2,0,4,6,54,2,1,0,0,1,7,48,1,0,0,1,0,1,0
33378,38,33,6,40,3,7,10,3,2,0,4,7,51,2,0,1,0,1,19,99,1,0,0,1,0,1,0
66313,86,625,7,99,10,22,7,2,6,3,12,4,51,5,1,0,0,1,15,770,0,0,0,1,0,1,0
60714,56,216,162,224,101,92,162,2,7,4,10,5,58,2,0,1,0,0,23,957,0,0,0,1,0,1,1
77882,29,68,129,396,188,22,15,1,3,3,5,1,33,4,1,0,0,0,8,818,0,0,0,1,0,1,0
69867,30,196,0,512,33,130,54,1,3,5,8,1,28,5,0,1,0,0,23,925,0,0,0,1,0,1,1
63841,64,635,15,100,20,7,131,1,9,3,9,6,46,4,0,1,0,1,20,908,0,0,1,0,0,1,0
24480,46,4,19,9,28,25,17,3,3,0,4,7,33,1,1,0,0,1,14,102,1,0,0,1,0,1,0
51369,84,297,7,79,0,11,182,2,8,2,4,8,38,2,1,0,0,1,26,576,0,0,0,0,1,1,0
37760,20,84,5,38,150,12,28,2,4,1,6,7,68,2,1,0,0,0,28,317,0,0,0,1,0,1,0
65640,74,204,7,149,20,15,66,1,5,1,8,2,40,5,1,0,0,1,12,461,0,0,0,1,0,1,0
44319,18,26,0,8,0,0,3,2,2,0,3,5,39,4,1,0,0,1,8,37,0,0,0,1,0,1,0
30631,75,15,6,20,4,5,20,1,3,1,2,7,40,2,1,0,0,1,12,70,0,0,0,0,1,1,0
75278,17,304,98,230,150,74,74,1,6,3,13,3,62,2,1,0,0,0,23,930,0,0,0,1,0,1,0
50898,88,285,28,242,55,114,135,13,6,2,12,5,58,4,1,0,0,1,17,859,1,0,0,1,0,1,0
79946,19,395,183,565,166,141,28,1,5,11,5,3,48,2,0,1,0,0,1,1478,0,1,0,0,0,1,0
35416,62,248,3,81,4,3,51,3,7,1,5,8,65,4,0,1,0,0,18,390,1,0,0,0,1,1,0
32414,11,20,6,5,0,9,12,1,1,0,3,7,30,3,1,0,0,0,20,52,0,0,0,1,0,1,1
38361,74,39,0,56,20,8,14,3,3,1,3,7,45,2,1,0,0,1,12,137,1,0,1,0,0,1,0
82497,32,777,129,573,216,21,203,1,2,7,9,4,34,2,1,0,0,0,26,1919,0,0,0,1,0,1,1
16626,76,8,3,22,21,1,13,3,3,0,3,9,43,2,1,0,0,1,11,68,1,0,1,0,0,1,0
29672,6,9,1,3,0,4,8,1,0,0,3,6,49,2,1,0,0,1,13,25,0,0,0,1,0,1,0
55951,62,1241,0,80,0,13,40,3,3,6,11,8,62,4,1,0,0,1,28,1374,1,0,0,1,0,1,1
35388,20,6,4,7,4,3,8,1,1,0,3,7,26,3,0,1,0,1,18,32,0,0,0,1,0,1,0
42386,43,65,4,16,0,4,11,1,3,0,3,8,28,4,1,0,0,1,23,100,0,0,1,0,0,1,0
68627,45,395,15,263,60,54,38,1,2,3,6,1,32,2,0,1,0,0,13,825,0,0,0,1,0,1,0
57912,34,801,0,80,0,0,35,5,8,3,12,5,49,5,0,1,0,1,9,916,1,0,0,1,0,1,1
35246,53,36,0,12,2,2,10,4,3,1,3,5,56,2,0,1,0,1,8,62,1,0,1,0,0,1,0
58821,44,513,14,154,19,0,28,1,9,2,9,6,58,3,1,0,0,1,12,728,0,0,1,0,0,1,0
46377,89,37,0,46,4,3,0,1,2,1,3,4,36,5,1,0,0,1,12,90,0,0,0,1,0,1,0
39747,43,80,15,93,20,13,52,3,5,1,4,8,26,2,0,1,0,1,8,273,1,0,0,0,1,1,0
23976,68,14,1,21,2,3,25,3,3,1,3,7,30,2,1,0,0,1,12,66,1,0,1,0,0,1,0
80950,44,525,147,112,219,147,63,1,6,7,9,2,53,4,1,0,0,0,21,1213,0,0,0,1,0,1,1
27038,64,1,26,25,17,23,15,1,3,0,3,9,48,2,0,1,0,0,27,107,0,0,1,0,0,1,1
77457,85,675,11,400,15,45,11,1,2,5,10,1,67,2,0,1,0,0,8,1157,0,0,0,1,0,1,1
64100,93,509,0,27,0,0,10,1,8,3,6,7,50,4,1,0,0,1,14,546,0,0,0,0,1,1,1
42670,12,154,2,46,20,4,15,1,4,2,4,4,22,4,1,0,0,0,20,241,0,0,1,0,0,1,0
12571,86,3,5,14,2,12,17,4,3,1,3,6,38,2,0,1,0,1,11,53,1,0,1,0,0,1,0
22574,28,25,0,8,2,0,2,2,2,0,3,7,47,2,1,0,0,1,14,37,0,0,0,1,0,1,0
52028,69,861,138,461,60,30,61,1,6,5,12,3,25,2,1,0,0,0,22,1611,0,0,0,1,0,1,1
70893,42,768,44,561,77,44,14,1,6,6,10,3,38,4,0,1,0,0,19,1508,0,0,0,1,0,1,0
54198,13,185,0,28,3,2,17,6,3,1,6,4,48,2,1,0,0,1,12,235,1,0,0,1,0,1,0
28839,86,24,0,7,0,0,1,2,2,0,3,5,58,4,1,0,0,1,2,32,0,0,0,1,0,1,0
40321,59,44,4,21,6,0,27,2,3,0,3,7,42,2,1,0,0,1,17,102,0,0,1,0,0,1,0
66503,30,91,64,128,65,3,50,2,4,3,6,3,29,2,0,1,0,1,28,401,0,0,0,1,0,1,0
30833,33,11,0,7,3,1,6,2,1,0,3,5,63,2,1,0,0,1,17,28,0,0,0,1,0,1,0
52028,67,738,20,172,52,50,20,6,2,3,10,7,44,2,0,1,0,1,16,1052,1,0,0,1,0,1,1
64795,23,412,5,119,38,29,77,3,3,3,12,2,43,2,1,0,0,1,23,680,1,0,0,1,0,1,0
34421,81,3,3,7,6,2,9,1,1,0,2,7,40,2,1,0,0,1,23,30,0,0,0,1,0,1,0
47025,6,16,0,3,0,0,1,1,1,0,2,7,49,5,0,1,0,1,4,20,0,0,0,1,0,1,0
64325,41,731,60,353,78,12,73,5,10,3,5,7,53,5,0,1,0,1,18,1307,1,0,0,0,1,1,0
40464,78,424,17,118,7,23,41,6,8,2,8,8,61,2,0,1,0,1,14,630,1,0,1,0,0,1,0
62187,49,792,0,275,45,45,126,1,4,8,5,3,57,2,1,0,0,0,20,1283,0,1,0,0,0,1,0
14849,39,21,2,28,3,2,9,3,2,0,4,8,38,5,0,1,0,1,22,65,1,0,0,1,0,1,0
27255,3,22,1,11,0,1,2,1,1,0,3,7,30,2,1,0,0,1,17,37,0,0,0,1,0,1,0
54432,37,33,0,5,0,0,0,1,1,0,3,4,64,5,1,0,0,1,16,38,0,0,0,1,0,1,0
29999,22,68,7,59,10,5,11,4,3,1,4,8,28,5,0,1,0,1,22,160,1,0,0,1,0,1,0
24072,79,9,1,6,3,0,4,1,1,0,2,8,31,2,0,1,0,1,20,23,0,0,0,1,0,1,0
33996,46,40,2,15,8,0,6,1,1,1,3,4,25,5,0,1,0,0,13,71,0,0,0,1,0,1,0
66334,82,909,11,218,0,0,23,2,9,3,5,5,58,5,1,0,0,1,22,1161,0,0,0,0,1,1,1
35178,10,23,1,13,2,2,18,1,1,1,2,7,43,4,1,0,0,1,15,59,0,0,0,1,0,1,1
22010,51,11,2,9,3,0,8,2,2,0,3,8,31,2,1,0,0,1,18,33,0,0,0,1,0,1,0
62204,38,317,46,247,151,46,139,1,4,5,12,3,54,2,0,1,0,1,24,946,0,0,0,1,0,1,0
75693,10,797,153,293,72,97,30,1,11,4,6,4,46,2,0,1,0,0,30,1442,0,0,0,0,1,1,1
30675,14,10,2,16,11,2,21,1,1,0,3,8,42,2,1,0,0,1,24,62,0,0,0,1,0,1,0
83003,18,856,61,570,40,25,122,1,7,6,8,3,49,2,1,0,0,0,22,1674,0,0,0,1,0,1,1
83532,36,755,144,562,104,64,224,1,4,6,4,1,115,5,1,0,0,0,15,1853,0,1,0,0,0,1,1
68655,95,456,19,832,75,118,38,1,4,5,11,3,26,2,0,1,0,0,26,1538,0,0,0,1,0,1,0
41411,11,37,32,38,11,3,18,1,2,1,4,6,28,2,0,1,0,0,17,139,0,0,0,1,0,1,0
55212,65,1103,0,45,0,0,34,3,4,2,11,8,45,5,1,0,0,1,25,1182,1,0,0,1,0,1,1
59292,71,378,14,68,19,14,14,2,3,5,8,3,64,5,1,0,0,1,18,507,0,0,0,1,0,1,0
27190,13,1,6,7,0,1,3,1,1,0,2,8,41,1,1,0,0,1,16,18,0,0,0,1,0,1,1
82623,58,204,34,204,172,153,173,1,2,9,4,1,62,2,0,1,0,0,14,940,0,1,0,0,0,1,0
44300,65,30,0,9,0,0,3,2,1,0,3,6,49,2,1,0,0,1,18,42,0,0,0,1,0,1,0
84835,0,189,104,379,111,189,218,1,4,4,6,1,44,2,0,1,0,0,6,1190,0,0,0,1,0,1,1
30372,33,15,0,12,7,3,7,3,2,0,3,7,43,2,0,1,0,1,24,44,1,0,0,1,0,1,0
33181,90,9,0,3,0,0,4,1,1,0,2,6,38,4,1,0,0,1,10,16,0,0,0,1,0,1,1
71113,95,495,33,255,11,33,8,4,6,7,9,4,57,2,1,0,0,1,12,835,1,0,0,1,0,1,0
71952,93,656,80,455,52,107,93,2,8,4,8,4,28,2,1,0,0,1,15,1443,0,0,1,0,0,1,1
69759,38,452,20,514,13,30,0,3,4,6,5,3,48,5,0,1,0,0,14,1029,1,1,0,0,0,1,1
72099,18,546,91,410,119,0,22,1,3,4,10,1,40,2,1,0,0,0,26,1188,0,0,0,1,0,1,0
60000,57,1048,0,217,0,0,12,5,11,3,5,6,38,5,0,1,0,1,24,1277,1,0,0,0,1,1,0
38643,45,22,2,14,0,1,10,2,2,0,3,7,36,2,0,1,0,1,13,49,0,0,0,1,0,1,0
50737,61,78,0,11,0,0,10,1,2,0,4,6,59,2,1,0,0,1,14,99,0,0,0,1,0,1,1
68462,6,561,64,785,84,128,48,1,3,3,8,1,45,5,1,0,0,0,24,1670,0,0,0,1,0,1,0
65073,65,629,17,177,69,0,8,1,5,3,5,2,71,4,1,0,0,0,16,900,0,0,1,0,0,1,0
46681,52,269,15,69,15,19,38,2,4,6,4,5,66,5,1,0,0,1,16,425,0,1,0,0,0,1,0
78618,87,736,163,818,212,163,61,1,4,7,10,2,57,2,1,0,0,0,27,2153,0,0,0,1,0,1,1
62187,38,512,0,83,0,0,41,3,6,2,10,4,45,5,0,1,0,1,9,636,1,0,0,1,0,1,0
28442,53,19,3,10,11,8,6,3,2,1,4,4,36,2,1,0,0,1,10,57,1,0,0,1,0,1,0
37717,31,9,0,6,4,1,5,1,1,0,2,9,36,5,1,0,0,1,25,25,0,0,0,1,0,1,0
51479,67,247,8,160,6,8,65,7,6,3,6,7,47,2,1,0,0,1,24,494,1,0,1,0,0,1,0
54803,65,404,0,92,28,27,142,2,6,2,9,4,45,2,0,1,0,1,28,693,0,0,0,1,0,1,0
79530,64,333,0,815,129,42,29,1,4,10,11,2,54,2,1,0,0,0,19,1348,0,0,0,1,0,1,0
31615,82,2,3,20,6,11,9,2,2,0,3,7,38,2,0,1,0,1,21,51,0,0,0,1,0,1,0
72025,27,833,33,549,151,133,233,1,4,3,8,3,52,2,1,0,0,0,25,1932,0,0,0,1,0,1,0
52614,63,789,0,142,12,9,38,2,2,4,8,8,39,5,0,1,0,1,35,990,0,0,0,1,0,1,0
35684,66,10,4,7,0,6,3,1,1,0,3,6,30,3,1,0,0,1,8,30,0,0,0,1,0,1,0
48178,69,159,4,45,6,2,38,6,5,1,4,8,39,2,1,0,0,1,26,254,1,0,0,0,1,1,0
29548,52,7,1,6,3,1,11,1,1,1,2,4,44,4,0,1,0,1,16,29,0,0,0,1,0,1,1
63810,45,977,12,253,16,12,101,4,4,3,12,8,48,2,0,1,0,1,25,1371,1,0,0,1,0,1,1
38578,2,38,4,22,3,3,3,3,3,0,3,8,42,5,0,1,0,1,18,73,1,0,1,0,0,1,1
46098,86,57,0,27,0,0,36,4,3,2,2,8,39,4,0,1,0,1,28,120,1,0,0,0,1,1,0
22585,23,3,9,15,13,2,39,1,1,1,2,9,44,2,0,1,0,0,21,81,0,0,0,1,0,1,1
30279,13,10,4,14,4,4,1,1,1,0,3,8,25,2,0,1,0,1,24,37,0,0,0,1,0,1,0
66426,14,1043,24,97,32,24,157,2,3,5,10,6,53,5,1,0,0,1,22,1377,0,0,0,1,0,1,0
30822,92,3,9,13,2,12,12,1,1,0,3,7,45,2,0,1,0,1,18,51,0,0,0,1,0,1,0
33581,38,11,0,5,0,0,1,1,1,0,2,8,45,5,1,0,0,1,17,17,0,0,0,1,0,1,0
19986,74,3,6,5,0,2,6,1,0,0,3,7,29,2,1,0,0,1,13,22,0,0,0,1,0,1,0
27421,14,43,12,96,78,40,55,3,4,1,6,7,60,2,0,1,0,0,24,324,1,0,0,1,0,1,0
35688,94,73,3,90,12,1,32,7,4,1,4,8,41,3,1,0,0,1,28,211,1,0,1,0,0,1,0
36143,33,12,0,1,0,0,6,1,0,1,2,3,33,4,0,1,0,1,9,19,0,0,0,1,0,1,0
10245,32,4,7,7,6,4,13,3,1,2,2,5,43,2,0,1,0,1,19,41,1,0,1,0,0,1,0
43795,11,314,11,53,4,3,107,3,7,3,4,7,46,4,1,0,0,1,14,492,1,0,0,0,1,1,1
63381,78,571,50,142,33,50,159,4,4,5,13,2,54,2,1,0,0,1,31,1005,1,0,0,1,0,1,0
38823,56,70,0,11,2,8,23,1,2,1,3,6,65,2,1,0,0,1,28,114,0,0,0,1,0,1,0
83664,57,866,21,151,28,21,86,3,2,2,12,5,46,5,0,1,0,1,17,1173,1,0,0,1,0,1,0
90300,7,594,134,786,33,134,57,0,5,6,8,1,35,2,1,0,0,0,10,1738,0,0,0,1,0,1,1
62499,0,140,4,61,0,13,4,2,3,1,6,4,35,4,1,0,0,1,15,222,0,0,0,1,0,1,0
74293,66,375,152,335,93,91,81,1,5,4,6,2,21,2,0,1,0,0,9,1127,0,0,0,1,0,1,0
51012,86,102,9,63,2,9,24,1,4,1,4,6,68,5,1,0,0,0,20,209,0,0,1,0,0,1,0
70777,80,554,35,113,0,7,78,3,5,3,12,3,46,4,1,0,0,1,10,787,1,0,0,1,0,1,0
68682,56,919,0,505,99,30,45,1,4,9,10,2,23,5,1,0,0,0,18,1598,0,0,0,1,0,1,0
43824,18,96,1,42,12,3,32,4,3,1,4,8,43,2,1,0,0,1,27,186,1,0,0,1,0,1,0
15345,51,5,2,16,3,2,19,2,1,1,2,8,30,2,1,0,0,1,28,47,0,0,0,1,0,1,1
23442,71,2,0,6,8,6,5,1,1,0,3,7,27,2,0,1,0,1,24,27,0,0,0,1,0,1,0
14515,71,6,4,9,6,36,35,4,2,2,3,7,34,3,1,0,0,1,27,96,1,0,0,1,0,1,1
31395,80,23,1,25,0,8,7,4,2,1,3,6,58,3,0,1,0,1,21,64,1,0,0,1,0,1,0
75276,2,610,105,125,137,42,21,1,9,4,9,5,49,2,1,0,0,0,27,1040,0,0,1,0,0,1,0
42373,83,67,5,61,3,8,19,5,2,1,5,5,40,2,0,1,0,1,16,163,1,0,0,1,0,1,0
30507,29,65,36,74,38,20,110,1,5,1,4,7,54,2,1,0,0,0,14,343,0,0,0,0,1,1,0
55521,11,416,0,26,0,0,4,9,6,3,6,7,59,5,0,1,0,1,14,446,1,0,1,0,0,1,1
48006,55,23,0,11,3,2,2,1,1,0,3,6,49,2,1,0,0,1,4,41,0,0,0,1,0,1,0
27213,19,19,3,26,10,9,3,3,2,0,4,8,42,5,0,1,0,1,28,70,1,0,0,1,0,1,1
65808,1,155,7,80,13,7,10,3,5,1,5,6,43,5,0,1,0,1,7,272,1,0,1,0,0,1,0
30351,19,14,0,24,3,3,2,1,3,0,2,9,40,5,1,0,0,1,19,46,0,0,0,0,1,1,0
50437,28,370,9,92,6,9,4,3,7,1,8,7,51,2,1,0,0,1,26,490,1,0,0,1,0,1,0
23616,76,4,22,11,3,7,32,2,3,0,3,8,32,3,0,1,0,1,25,79,0,0,1,0,0,1,1
53858,50,407,53,221,58,150,26,4,4,3,6,4,38,2,1,0,0,1,27,915,1,0,0,1,0,1,0
66465,1,1200,0,204,38,29,14,3,11,9,12,6,59,5,1,0,0,1,21,1485,1,0,0,1,0,1,1
46923,90,85,44,54,102,78,6,3,5,1,7,7,27,2,0,1,0,1,28,369,1,0,0,1,0,1,0
75072,83,583,34,309,0,22,125,2,5,4,8,3,52,2,1,0,0,1,23,1073,0,0,0,1,0,1,0
75865,73,483,0,591,156,0,12,1,3,5,10,1,71,5,1,0,0,0,9,1242,0,0,0,1,0,1,0
19789,24,2,5,9,28,6,28,3,2,1,3,5,39,3,1,0,0,1,13,78,1,0,0,1,0,1,1
80134,11,966,26,282,52,26,26,1,2,7,11,5,20,2,1,0,0,0,10,1378,0,0,0,1,0,1,1
91065,33,822,114,108,179,137,114,1,7,9,9,3,33,2,0,1,0,0,22,1474,0,0,1,0,0,1,1
49505,4,604,0,100,19,0,28,9,10,2,8,8,43,4,1,0,0,1,20,751,1,0,0,0,1,1,0
37401,14,19,3,19,3,1,3,2,2,0,3,7,41,5,1,0,0,1,7,48,0,0,0,1,0,1,0
30096,30,5,3,11,12,5,9,1,2,0,3,6,31,2,1,0,0,1,7,45,0,0,0,1,0,1,0
18492,75,2,2,2,2,1,1,1,1,0,2,8,32,4,1,0,0,1,8,10,0,0,0,1,0,1,0
82584,26,1076,68,103,29,91,68,1,3,4,8,1,40,4,1,0,0,0,21,1435,0,0,0,1,0,1,1
93027,77,1285,42,716,55,0,21,0,7,10,5,2,73,5,1,0,0,0,20,2119,0,1,0,0,0,1,1
48686,8,10,0,7,2,0,1,1,1,0,2,8,61,2,1,0,0,1,20,20,0,0,0,1,0,1,0
92910,42,551,137,792,179,103,33,1,6,7,13,1,28,2,1,0,0,0,8,1795,0,0,0,1,0,1,1
75433,28,800,0,297,0,34,57,2,2,5,10,6,25,2,1,0,0,1,8,1188,0,0,0,1,0,1,1
10404,52,2,2,11,10,6,12,2,1,0,4,5,25,3,1,0,0,1,9,43,0,0,0,1,0,1,0
61314,1,378,0,189,97,172,172,2,5,5,12,3,46,2,1,0,0,1,20,1008,0,0,0,1,0,1,0
84865,1,1248,16,349,43,16,16,1,2,4,9,4,53,5,0,1,0,0,16,1688,0,0,0,1,0,1,1
42387,42,235,0,235,19,4,191,5,8,1,7,8,25,2,1,0,0,1,26,684,1,0,0,0,1,1,0
67309,76,515,47,181,149,95,95,15,9,6,9,7,47,3,1,0,0,1,23,1082,1,0,1,0,0,1,0
75236,27,438,66,400,12,38,114,1,8,3,13,4,50,2,1,0,0,1,13,1068,0,0,0,1,0,1,0
30015,28,25,0,22,2,3,5,2,1,0,4,5,44,2,0,1,0,1,11,57,0,0,0,1,0,1,0
50943,49,31,0,7,2,0,6,1,1,0,3,5,58,4,1,0,0,1,18,46,0,0,0,1,0,1,0
67272,12,357,35,271,28,28,14,3,6,2,12,5,48,2,0,1,0,1,12,733,1,0,0,1,0,1,0
51529,14,400,4,35,6,0,22,2,9,1,5,8,65,4,0,1,0,1,17,467,0,0,0,0,1,1,0
32011,89,99,0,15,2,1,5,3,2,1,4,7,43,5,1,0,0,1,16,122,1,0,0,1,0,1,0
7500,96,1,11,5,4,6,9,2,2,0,3,8,28,3,1,0,0,1,18,36,0,0,0,1,0,1,0
28691,56,5,4,13,8,0,4,1,1,0,3,8,25,2,1,0,0,1,20,34,0,0,0,1,0,1,0
56223,72,77,28,31,16,0,4,2,2,1,5,4,66,5,1,0,0,1,12,156,0,0,0,1,0,1,0
18100,14,3,1,2,4,3,1,1,0,0,3,5,68,2,1,0,0,0,18,14,0,0,0,1,0,1,0
30279,13,10,4,14,4,4,1,1,1,0,3,8,25,2,0,1,0,1,24,37,0,0,0,1,0,1,0
20130,99,0,6,3,7,6,12,1,1,0,3,8,40,3,1,0,0,0,9,34,0,0,0,1,0,1,0
23295,72,0,0,1,2,12,5,1,1,0,2,8,55,2,0,1,0,0,17,20,0,0,0,1,0,1,0
42618,92,76,14,74,13,5,10,2,5,0,4,8,42,4,0,1,0,1,15,192,0,0,0,0,1,1,0
81246,87,398,190,537,61,156,37,1,4,5,7,1,50,2,0,1,0,0,12,1379,0,0,0,1,0,1,1
24027,7,14,7,11,11,0,5,2,2,0,3,8,38,2,1,0,0,1,16,48,0,0,0,1,0,1,0
55707,91,208,7,82,30,66,35,2,3,2,9,3,61,5,1,0,0,1,12,428,0,0,0,1,0,1,0
57959,71,430,16,322,43,24,33,5,4,7,11,3,59,2,0,1,0,1,22,868,1,0,0,1,0,1,0
56796,24,656,38,161,62,47,37,3,8,9,7,7,45,2,1,0,0,1,22,1001,1,1,0,0,0,1,0
36230,17,14,2,30,8,2,3,1,2,0,4,5,43,4,0,1,0,1,14,59,0,0,0,1,0,1,0
70829,87,141,70,106,72,19,23,2,4,2,8,3,34,3,1,0,0,1,23,431,0,0,0,1,0,1,0
65991,21,507,19,364,25,47,9,3,9,5,10,7,38,2,1,0,0,1,29,971,1,0,0,1,0,1,0
38988,90,164,24,103,12,3,42,7,5,1,6,8,42,2,1,0,0,1,28,348,1,0,0,1,0,1,0
89572,44,606,24,974,197,194,64,1,7,7,9,4,48,3,0,1,0,0,27,2059,0,0,0,1,0,1,1
42207,71,116,11,72,3,17,46,4,4,1,5,6,30,4,1,0,0,1,24,265,1,0,0,1,0,1,1
50300,52,143,15,60,24,23,5,2,2,1,8,2,62,2,1,0,0,1,7,270,0,0,0,1,0,1,0
66664,78,398,96,447,220,96,32,1,5,7,6,3,32,3,1,0,0,0,27,1289,0,1,0,0,0,1,0
60597,2,522,0,257,32,16,66,4,2,2,8,7,50,2,1,0,0,1,12,893,1,0,0,1,0,1,1
70165,60,161,0,253,199,191,122,1,3,7,11,1,65,2,0,1,0,0,15,926,0,0,0,1,0,1,0
50520,25,112,0,6,2,1,14,2,3,1,3,6,56,5,0,1,0,1,11,135,0,0,1,0,0,1,0
80124,47,483,84,398,205,84,241,1,3,7,8,1,51,2,1,0,0,0,6,1495,0,0,0,1,0,1,1
33183,46,7,5,39,17,15,37,2,4,0,3,7,39,2,1,0,0,1,10,120,0,0,0,0,1,1,0
66582,83,789,25,420,16,38,0,1,2,8,9,1,45,5,0,1,0,0,10,1288,0,0,0,1,0,1,0
75261,17,1239,17,413,23,34,17,1,5,6,5,2,59,5,1,0,0,0,20,1743,0,1,0,0,0,1,1
31880,13,4,1,5,2,0,3,1,1,0,2,8,44,2,0,1,0,1,26,15,0,0,0,1,0,1,0
53790,86,335,42,127,28,5,5,3,7,2,8,6,63,2,1,0,0,1,7,542,1,0,0,1,0,1,0
49269,92,639,8,166,11,8,58,3,7,3,12,7,43,5,1,0,0,1,28,890,1,0,0,1,0,1,0
61456,47,563,76,384,84,192,89,4,6,10,13,4,39,2,1,0,0,1,21,1388,1,0,0,1,0,1,0
37406,18,2,0,8,2,2,3,1,1,0,2,8,34,2,1,0,0,1,14,17,0,0,0,1,0,1,1
56937,81,746,8,125,11,8,8,7,8,6,9,6,33,5,1,0,0,1,32,906,1,0,0,1,0,1,1
38415,91,22,1,13,4,0,4,2,1,0,3,7,36,2,1,0,0,1,23,44,0,0,0,1,0,1,0
